user_id,date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,true_cluster
0,2024-01-01,0.05971090322580645,0.013794129032258065,0.023393129032258066,0.024085193548387097,0.02459393548387097,0.016164967741935484,0.02294958064516129,0.02031009677419355,0.02301925806451613,0.017975354838709677,0.02353983870967742,0.028586193548387095,0.01830858064516129,0.04680538709677419,0.03852370967741935,0.13112809677419354,0.3249120967741935,0.6068533225806451,0.9216490967741935,0.9571063548387098,0.9211770322580646,0.885191193548387,0.5408363548387097,0.28249225806451617,0
1,2024-01-01,0.015115935483870968,0.007697677419354839,0.010914290322580645,0.012331709677419355,0.034529741935483874,0.10247329032258064,0.20262906451612903,0.3627376129032258,0.5827965483870968,0.8056626129032258,0.9674458064516129,0.9898176129032259,0.8646884516129032,0.6505934516129032,0.4183133870967742,0.23041470967741937,0.10757093548387096,0.047213322580645166,0.0226021935483871,0.015725580645161292,0.007309548387096774,0.005691741935483872,0.00601441935483871,0.011103032258064516,3
2,2024-01-01,0.017304548387096778,0.014689193548387098,0.03767577419354838,0.019557032258064516,0.02570716129032258,0.018815387096774196,0.03837467741935484,0.06475990322580645,0.1565516451612903,0.35641,0.5500228709677419,0.7845384516129033,0.9910270967741935,0.8674161290322581,0.6366285161290323,0.43099848387096773,0.4640344193548387,0.671154935483871,0.8912808387096773,0.8644645806451613,0.7461646451612903,0.6828075161290322,0.3619278064516129,0.17182474193548386,7
3,2024-01-01,0.01881861290322581,0.019361225806451613,0.010093451612903225,0.012554129032258063,0.021577290322580645,0.021037709677419355,0.027026354838709677,0.016489741935483873,0.015921774193548385,0.023328,0.027411645161290323,0.024036129032258064,0.018869516129032256,0.024751225806451612,0.0777143870967742,0.17073438709677421,0.3932224193548387,0.6873412258064516,0.9758758387096774,0.967792,0.8417617741935485,0.708234,0.38033138709677417,0.1522227741935484,0
4,2024-01-01,0.3731698387096774,0.16958745161290323,0.022235483870967743,0.0072467096774193555,0.016057032258064517,0.021537387096774194,0.01046932258064516,0.006570677419354839,0.015248354838709677,0.016377096774193547,0.015868548387096774,0.017782967741935482,0.012279064516129033,0.013818967741935483,0.01651225806451613,0.0340918064516129,0.05121338709677419,0.14957732258064518,0.29374,0.4738260967741935,0.6872997419354838,0.9974546129032258,0.8856055161290323,0.7007580967741935,0
5,2024-01-01,0.02447367741935484,0.025163387096774195,0.013073129032258064,0.02155203225806452,0.018823516129032256,0.0520388064516129,0.09280187096774194,0.1580021935483871,0.314801064516129,0.5419802258064517,0.7603374193548388,0.945479193548387,0.9819555161290323,0.8898695161290322,0.6867618387096774,0.4695063870967742,0.28552370967741936,0.13305748387096775,0.052944806451612904,0.05026658064516129,0.021589516129032257,0.017631451612903228,0.024872709677419357,0.012784548387096773,3
6,2024-01-01,0.007589451612903226,0.01194358064516129,0.009871548387096774,0.010669064516129033,0.016893000000000002,0.03703851612903226,0.11803712903225806,0.2497545806451613,0.44238806451612905,0.6344023870967742,0.7584292903225807,0.805198,0.783291064516129,0.8188584193548387,0.8891105483870968,0.9702637096774194,0.9938689677419354,0.916261,0.7599275161290322,0.5643454193548387,0.37083548387096776,0.22214464516129034,0.13296961290322581,0.05925567741935484,4
7,2024-01-01,0.008479387096774194,0.009270483870967742,0.013206193548387096,0.017790709677419355,0.01244067741935484,0.00701958064516129,0.018765548387096775,0.00439558064516129,0.02607925806451613,0.007338967741935484,0.011790548387096773,0.011065387096774194,0.020704258064516128,0.04791058064516129,0.14233448387096775,0.26100067741935484,0.526597,0.8177345483870968,0.9954511290322581,0.8452192580645161,0.6531728064516129,0.5343032580645161,0.2532608064516129,0.07819438709677419,0
8,2024-01-01,0.01464125806451613,0.013876354838709677,0.02161009677419355,0.0231288064516129,0.02630990322580645,0.08543251612903226,0.19026506451612904,0.3417203870967742,0.5613449354838709,0.7346565161290323,0.744421,0.755873870967742,0.8648794838709678,0.8983125483870967,0.9962835806451613,0.9301831290322581,0.9304886129032258,0.8237408387096774,0.6700462258064516,0.4218843548387097,0.25950958064516133,0.21564535483870967,0.11491951612903226,0.03237074193548387,4
9,2024-01-01,0.007901677419354838,0.014700548387096774,0.02162190322580645,0.031775419354838706,0.07511190322580645,0.1389043870967742,0.23438235483870967,0.32378290322580644,0.4835129677419355,0.6476263548387097,0.7024807096774194,0.8187241612903225,0.9897023870967742,0.9821625806451614,0.8957227419354838,0.6437606451612903,0.5066120967741936,0.3576734193548387,0.2350738064516129,0.12271706451612903,0.07193948387096774,0.05142774193548387,0.03693141935483871,0.009887193548387097,2
