method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
dynec,City-C,2024-01,1,650,,8,0.984299707448399,0.7288152585513553,0.38243551016405214,,
dynec,City-C,2024-02,1,650,650.0,8,0.9883293508775121,0.7412692691004236,0.3519986711913172,0.0015384615384615385,0.009541469410099992
dynec,City-C,2024-03,1,650,650.0,8,0.94974156669406,0.7534041147702412,0.3319959119487364,0.004615384615384616,0.006107545423438922
dynec,City-C,2024-04,1,650,650.0,8,0.8832143179592348,0.7562919644189049,0.33444163972925367,0.006153846153846154,0.006980439378854429
dynec,City-C,2024-05,1,650,650.0,8,0.8294168161517045,0.7698690732841993,0.3139775058517932,0.010769230769230769,0.016451468856701738
dynec,City-C,2024-06,1,650,650.0,8,0.76856879292518,0.7390773487032908,0.34349761318375605,0.004615384615384616,0.009839642772013662
dynec,City-C,2024-07,1,650,650.0,8,0.7209695539308986,0.7009928668134567,0.39568479242053634,0.007692307692307693,0.009168992852870244
dynec,City-C,2024-08,1,650,650.0,8,0.6640781090509154,0.72083003134419,0.3913802396175302,0.007692307692307693,0.0028607639533163713
dynec,City-C,2024-09,1,650,650.0,8,0.6430954168493185,0.7311307124800828,0.36376907365120403,0.007692307692307693,0.007498302111104005
dynec,City-C,2024-10,1,650,650.0,8,0.637056423748549,0.742077213609189,0.3601454913531167,0.007692307692307693,0.0033481244629529746
dynec,City-C,2024-11,1,650,650.0,8,0.6337251433170052,0.7402340271340322,0.34829062368771174,0.007692307692307693,0.0023509297378611553
dynec,City-C,2024-12,1,650,650.0,8,0.6405934369125571,0.7350733846101158,0.38740604700464976,0.004615384615384616,0.0028267662222151604
dynec,City-C,2024-01,2,650,,8,0.984299707448399,0.7295957614056187,0.37564281813200595,,
dynec,City-C,2024-02,2,650,650.0,8,0.9883293508775121,0.7286775682388503,0.35638881558677593,0.0015384615384615385,0.009541403086943106
dynec,City-C,2024-03,2,650,650.0,8,0.94974156669406,0.7542849055413673,0.3354006056584138,0.004615384615384616,0.006107546029423902
dynec,City-C,2024-04,2,650,650.0,8,0.8832143179592348,0.7655344445551525,0.32748826012386956,0.006153846153846154,0.006980439511867787
dynec,City-C,2024-05,2,650,650.0,8,0.8294168161517045,0.7304170051754556,0.3527581539090937,0.010769230769230769,0.01645146891095519
dynec,City-C,2024-06,2,650,650.0,8,0.76856879292518,0.7622386805852054,0.3100685878740338,0.004615384615384616,0.009839642783106096
dynec,City-C,2024-07,2,650,650.0,8,0.7209695539308986,0.7208223309143643,0.38624334102263636,0.007692307692307693,0.009168992855819931
dynec,City-C,2024-08,2,650,650.0,8,0.6640781090509154,0.714795642500921,0.4155707645942197,0.007692307692307693,0.0028607639539231814
dynec,City-C,2024-09,2,650,650.0,8,0.6430954168493185,0.7312768814192282,0.3598843137922008,0.007692307692307693,0.007498302111032162
dynec,City-C,2024-10,2,650,650.0,8,0.637056423748549,0.7400998332847109,0.35193385852719106,0.007692307692307693,0.003348124462939518
dynec,City-C,2024-11,2,650,650.0,8,0.6337251433170052,0.734748812421847,0.3531395102987422,0.007692307692307693,0.0023509297378631676
dynec,City-C,2024-12,2,650,650.0,8,0.6405934369125571,0.7321416180588762,0.36186915660391394,0.004615384615384616,0.0028267662222150537
dynec,City-C,2024-01,3,650,,8,0.984299707448399,0.7387155830572985,0.36315001775346156,,
dynec,City-C,2024-02,3,650,650.0,8,0.9883293508775121,0.7593622439490637,0.32853393962349786,0.0015384615384615385,0.009541442361666902
dynec,City-C,2024-03,3,650,650.0,8,0.94974156669406,0.768205614714678,0.32081359796473397,0.004615384615384616,0.006107545670539365
dynec,City-C,2024-04,3,650,650.0,8,0.8832143179592348,0.765982707434466,0.31612523022381805,0.006153846153846154,0.006980439433146422
dynec,City-C,2024-05,3,650,650.0,8,0.8294168161517045,0.7324645433471652,0.3749725001930089,0.010769230769230769,0.016451468878836195
dynec,City-C,2024-06,3,650,650.0,8,0.76856879292518,0.765631513391715,0.31994920232259083,0.004615384615384616,0.00983964277653811
dynec,City-C,2024-07,3,650,650.0,8,0.7209695539308986,0.6991500168742705,0.4324884112152199,0.007692307692307693,0.009168992854073441
dynec,City-C,2024-08,3,650,650.0,8,0.6640781090509154,0.7014520727255993,0.3913192108366407,0.007692307692307693,0.002860763953563883
dynec,City-C,2024-09,3,650,650.0,8,0.6430954168493185,0.7458913675040922,0.3576028495590371,0.007692307692307693,0.007498302111074736
dynec,City-C,2024-10,3,650,650.0,8,0.637056423748549,0.7410392496763681,0.34098593794873105,0.007692307692307693,0.0033481244629474816
dynec,City-C,2024-11,3,650,650.0,8,0.6337251433170052,0.7565678227892818,0.3212655549230967,0.007692307692307693,0.0023509297378619632
dynec,City-C,2024-12,3,650,650.0,8,0.6405934369125571,0.7374224666123911,0.3708739575892729,0.004615384615384616,0.0028267662222151236
