method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
time2graph,City-B,2024-01,1,500,,8,0.7443684812468546,0.4730166107949477,0.7832152401836143,,
time2graph,City-B,2024-02,1,500,500.0,8,0.9305781828004546,0.5069378789382565,0.9209778578588996,0.922,8.277102977117421
time2graph,City-B,2024-03,1,500,500.0,8,0.9539815682508573,0.6328091025360904,0.6983079184900902,0.826,7.415278805964199
time2graph,City-B,2024-04,1,500,500.0,8,0.7722563178228636,0.48357846849488334,0.8628315170706533,0.654,5.871177165981338
time2graph,City-B,2024-05,1,500,500.0,8,0.6500216250215012,0.395413984633853,0.8884128424711302,0.98,8.797788413855828
time2graph,City-B,2024-06,1,500,500.0,8,0.7074826599054325,0.4404080442378546,1.2215948024223944,0.906,8.133465615258553
time2graph,City-B,2024-07,1,500,500.0,8,0.903701394133271,0.47910537297829425,1.0258695327884992,0.624,5.601857112495956
time2graph,City-B,2024-08,1,500,500.0,8,0.8262692450652613,0.5248249454419504,0.8910077137711531,0.576,5.170945026919344
time2graph,City-B,2024-09,1,500,500.0,8,0.696098881028057,0.46214568295806746,0.8749184283740361,0.386,3.465251354845255
time2graph,City-B,2024-10,1,500,500.0,8,0.8089605422394825,0.47280995125924097,0.8818771796688245,0.898,8.061646934329117
time2graph,City-B,2024-11,1,500,500.0,8,0.8534279827157139,0.4989606998347549,1.0613202604232348,0.368,3.3036593227540254
time2graph,City-B,2024-12,1,500,500.0,8,0.7444714715959077,0.4496178274452799,0.9733021770007558,0.924,8.295057647349783
time2graph,City-B,2024-01,2,500,,8,0.8220348355755059,0.44854864500346436,0.9195476227905881,,
time2graph,City-B,2024-02,2,500,500.0,8,0.7616026641632487,0.45351655600920016,1.0618692091239654,0.808,7.2536867738729685
time2graph,City-B,2024-03,2,500,500.0,8,0.966170983630097,0.5010263467165468,0.8552386107805796,0.644,5.781403814819544
time2graph,City-B,2024-04,2,500,500.0,8,0.7646999734924388,0.45139786171090635,0.9748938971829524,0.522,4.686168930645656
time2graph,City-B,2024-05,2,500,500.0,8,0.8884083152309178,0.5075827319093457,0.8098575140763787,0.728,6.535499964578616
time2graph,City-B,2024-06,2,500,500.0,8,0.6537346244725901,0.4284447717065327,0.9704523922866681,0.868,7.792326880843734
time2graph,City-B,2024-07,2,500,500.0,8,0.8439496138415148,0.45864497361428863,1.1075433922610558,0.504,4.524576898554425
time2graph,City-B,2024-08,2,500,500.0,8,0.7999464414433406,0.4366118160397613,1.1393452552488372,0.952,8.546423030602806
time2graph,City-B,2024-09,2,500,500.0,8,0.8328708166812221,0.43709750916936707,1.0857838645108004,0.444,3.9859367915836614
time2graph,City-B,2024-10,2,500,500.0,8,0.8154187984960616,0.49906125495082315,0.8996162610485517,0.692,6.212315900396156
time2graph,City-B,2024-11,2,500,500.0,8,0.8248680387757347,0.4459495557083512,1.1057608970849875,0.692,6.212315900396156
time2graph,City-B,2024-12,2,500,500.0,8,0.735841739865308,0.45803435553443556,0.9695484013591686,0.658,5.907086506446056
time2graph,City-B,2024-01,3,500,,8,0.8372925253851148,0.44826165114385047,0.9094984016203199,,
time2graph,City-B,2024-02,3,500,500.0,8,0.7367373238261106,0.5002716631355096,0.8301165822113333,0.794,7.128004082246457
time2graph,City-B,2024-03,3,500,500.0,8,0.8659605308918751,0.46654220807366087,0.8639747772849475,0.536,4.811851622272168
time2graph,City-B,2024-04,3,500,500.0,8,0.8674439060549923,0.46719916967785374,0.7443343160823028,0.986,8.851652424552906
time2graph,City-B,2024-05,3,500,500.0,8,0.7882488443231355,0.4607017735414715,0.8610556591535881,0.714,6.409817272952104
time2graph,City-B,2024-06,3,500,500.0,8,0.7888363356300764,0.4879250746407075,0.9634256130674446,0.584,5.242763707848779
time2graph,City-B,2024-07,3,500,500.0,8,0.8301481904764777,0.46821761920937005,1.0092008278473736,0.49,4.398894206927914
time2graph,City-B,2024-08,3,500,500.0,8,0.7010796919175531,0.4089109595458136,0.9074224741671613,0.652,5.853222495748979
time2graph,City-B,2024-09,3,500,500.0,8,0.8018439164789638,0.4562663064572565,0.9119200718904441,0.704,6.320043921790309
time2graph,City-B,2024-10,3,500,500.0,8,0.8212047732964185,0.5160970116773743,0.8654608563541192,0.946,8.49255901990573
time2graph,City-B,2024-11,3,500,500.0,8,0.6818296075870157,0.35685400393522887,1.0768861082212906,0.396,3.5550247060070492
time2graph,City-B,2024-12,3,500,500.0,8,0.7104644740248602,0.4201597643845175,1.0379746999177832,0.976,8.761879073391112
