method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
spectral,City-B,2024-01,1,500,,8,1.0,0.9999957373871314,8.492861142003188e-05,,
spectral,City-B,2024-02,1,500,500.0,8,1.0,0.9999999921653518,1.4622086941841532e-07,0.0,0.0
spectral,City-B,2024-03,1,500,500.0,8,0.9943117068835401,0.999999909376829,1.2601251001988037e-06,1.0,8.977335116179416
spectral,City-B,2024-04,1,500,500.0,8,0.9684778367490855,0.9967781446392153,0.01459079277836492,0.714,6.409817272952104
spectral,City-B,2024-05,1,500,500.0,8,0.6254767477599854,0.9940084545568612,0.4499918262468872,0.996,8.941425775714698
spectral,City-B,2024-06,1,500,500.0,8,0.34985774038944784,0.9998235477612787,0.0031306840798267436,0.85,7.630734848752505
spectral,City-B,2024-07,1,500,500.0,8,0.3511574921680022,0.9968834090870373,0.14643633942916948,0.168,1.508192299518142
spectral,City-B,2024-08,1,500,500.0,8,0.3358997679304023,0.9983890703025261,0.009540631890840614,1.0,8.977335116179416
spectral,City-B,2024-09,1,500,500.0,8,0.33068608406699684,0.9934098599296276,0.05725395899734198,0.848,7.612780178520146
spectral,City-B,2024-10,1,500,500.0,8,0.3650126086319429,0.9893399973656328,0.08433784087166388,0.904,8.115510945026193
spectral,City-B,2024-11,1,500,500.0,8,0.35922080715299515,0.9936377206254312,0.06278923249487994,0.184,1.6518296613770127
spectral,City-B,2024-12,1,500,500.0,8,0.35922080715299515,0.995054640085116,0.060743556928340256,0.148,1.3286455971945537
spectral,City-B,2024-01,2,500,,8,1.0,0.9999957373871314,8.492861142003187e-05,,
spectral,City-B,2024-02,2,500,500.0,8,1.0,0.9999999921653518,1.4622086941841535e-07,0.0,0.0
spectral,City-B,2024-03,2,500,500.0,8,0.9943117068835401,0.999999909376829,1.2601251001988037e-06,1.0,8.977335116179416
spectral,City-B,2024-04,2,500,500.0,8,0.9684778367490855,0.9967781446392153,0.01459079277836492,0.714,6.409817272952104
spectral,City-B,2024-05,2,500,500.0,8,0.6184268471788416,0.9891967855333161,0.03427048178162333,1.0,8.977335116179416
spectral,City-B,2024-06,2,500,500.0,8,0.34985774038944784,0.9998235477612787,0.003130684079826744,0.85,7.630734848752505
spectral,City-B,2024-07,2,500,500.0,8,0.3511574921680022,0.9968834090870373,0.14643633942916948,0.168,1.508192299518142
spectral,City-B,2024-08,2,500,500.0,8,0.3358997679304023,0.9983890703025261,0.009540631890840614,1.0,8.977335116179416
spectral,City-B,2024-09,2,500,500.0,8,0.3370476773820293,0.9902174853288027,0.5973129394999102,0.904,8.115510945026193
spectral,City-B,2024-10,2,500,500.0,8,0.3650126086319429,0.9893399973656328,0.08433784087166388,0.906,8.133465615258553
spectral,City-B,2024-11,2,500,500.0,8,0.35922080715299515,0.9936377206254312,0.06278923249487994,0.184,1.6518296613770127
spectral,City-B,2024-12,2,500,500.0,8,0.3595686997986395,0.9947776218737215,0.18717386976500103,0.148,1.3286455971945537
spectral,City-B,2024-01,3,500,,8,1.0,0.9999957373871314,8.492861142003188e-05,,
spectral,City-B,2024-02,3,500,500.0,8,1.0,0.9999999921653518,1.4622086941841535e-07,0.0,0.0
spectral,City-B,2024-03,3,500,500.0,8,0.9943117068835401,0.999999909376829,1.2601251001988037e-06,1.0,8.977335116179416
spectral,City-B,2024-04,3,500,500.0,8,0.9684778367490855,0.9967781446392153,0.01459079277836492,0.714,6.409817272952104
spectral,City-B,2024-05,3,500,500.0,8,0.6184268471788416,0.9891967855333161,0.03427048178162333,1.0,8.977335116179416
spectral,City-B,2024-06,3,500,500.0,8,0.34985774038944784,0.9998235477612787,0.0031306840798267436,0.85,7.630734848752505
spectral,City-B,2024-07,3,500,500.0,8,0.3511574921680022,0.9968834090870373,0.14643633942916948,0.168,1.508192299518142
spectral,City-B,2024-08,3,500,500.0,8,0.3358997679304023,0.9983890703025261,0.009540631890840614,1.0,8.977335116179416
spectral,City-B,2024-09,3,500,500.0,8,0.33068608406699684,0.9934098599296276,0.05725395899734198,0.848,7.612780178520146
spectral,City-B,2024-10,3,500,500.0,8,0.3650126086319429,0.9893399973656328,0.08433784087166388,0.904,8.115510945026193
spectral,City-B,2024-11,3,500,500.0,8,0.35922080715299515,0.9936377206254312,0.06278923249487993,0.184,1.6518296613770127
spectral,City-B,2024-12,3,500,500.0,8,0.35922080715299515,0.995054640085116,0.060743556928340256,0.148,1.3286455971945537
