method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
kmeans,City-A,2024-01,1,800,,8,0.5015734991816315,,,,
kmeans,City-A,2024-02,1,800,800.0,8,0.5207189642803702,,,0.2775,2.491210494739788
kmeans,City-A,2024-03,1,800,800.0,8,0.5195133129038602,,,0.3825,3.4338306819386277
kmeans,City-A,2024-04,1,800,800.0,8,0.5457634158044435,,,0.30625,2.7493088793299463
kmeans,City-A,2024-05,1,800,800.0,8,0.48128504992783716,,,0.02,0.17954670232358833
kmeans,City-A,2024-06,1,800,800.0,8,0.3461808756367782,,,0.39375,3.5348257019956453
kmeans,City-A,2024-07,1,800,800.0,8,0.34262221561085704,,,0.2775,2.491210494739788
kmeans,City-A,2024-08,1,800,800.0,8,0.32778918442857535,,,0.31625,2.8390822304917407
kmeans,City-A,2024-09,1,800,800.0,8,0.2766373584706749,,,0.30875,2.771752217120395
kmeans,City-A,2024-10,1,800,800.0,8,0.2810589502951839,,,0.195,1.7505803476549864
kmeans,City-A,2024-11,1,800,800.0,8,0.2614703850168785,,,0.37375,3.3552789996720573
kmeans,City-A,2024-12,1,800,800.0,8,0.26247463199697313,,,0.28,2.5136538325302364
kmeans,City-B,2024-01,1,500,,8,0.8692256345044729,,,,
kmeans,City-B,2024-02,1,500,500.0,8,0.9612621217412747,,,0.108,0.9695521925473769
kmeans,City-B,2024-03,1,500,500.0,8,0.7744583804528964,,,0.234,2.1006964171859837
kmeans,City-B,2024-04,1,500,500.0,8,0.9291445419398489,,,0.236,2.118651087418342
kmeans,City-B,2024-05,1,500,500.0,8,0.904858045300385,,,0.006,0.0538640106970765
kmeans,City-B,2024-06,1,500,500.0,8,0.8766455714559793,,,0.012,0.107728021394153
kmeans,City-B,2024-07,1,500,500.0,8,0.8559071858713674,,,0.006,0.0538640106970765
kmeans,City-B,2024-08,1,500,500.0,8,0.6945365873906476,,,0.192,1.723648342306448
kmeans,City-B,2024-09,1,500,500.0,8,0.7161473457021289,,,0.294,2.6393365241567484
kmeans,City-B,2024-10,1,500,500.0,8,0.8148761804199556,,,0.154,1.38250960789163
kmeans,City-B,2024-11,1,500,500.0,8,0.733722616071183,,,0.186,1.6697843316093712
kmeans,City-B,2024-12,1,500,500.0,8,0.8283157286761292,,,0.148,1.3286455971945534
kmeans,City-C,2024-01,1,650,,8,0.6558502079430414,,,,
kmeans,City-C,2024-02,1,650,650.0,8,0.6987875321615329,,,0.18769230769230769,1.6849767448829058
kmeans,City-C,2024-03,1,650,650.0,8,0.6769119774727766,,,0.09692307692307692,0.8701109420296972
kmeans,City-C,2024-04,1,650,650.0,8,0.6111405033340598,,,0.14461538461538462,1.298260770647485
kmeans,City-C,2024-05,1,650,650.0,8,0.5528860735957125,,,0.4,3.5909340464717667
kmeans,City-C,2024-06,1,650,650.0,8,0.5554291021754191,,,0.4046153846153846,3.632367900854133
