method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
dynec,City-A,2024-01-01,123,800,,8,0.8455107560618469,0.6477168365053708,0.4538562145581146,,
dynec,City-A,2024-01-02,123,800,800.0,8,0.8248001743813879,0.6567834513941461,0.4389259849606296,0.0525,0.021267969486376326
dynec,City-A,2024-01-03,123,800,800.0,8,0.8166735487730368,0.6575982403790142,0.4429125292984014,0.04875,0.011542725084283573
dynec,City-A,2024-01-04,123,800,800.0,8,0.822481455685857,0.6813980509590203,0.4130988678422958,0.045,0.009917439923275066
dynec,City-A,2024-01-05,123,800,800.0,8,0.8172009798418312,0.6582569997119275,0.4482455944493681,0.03875,0.008089312337209633
dynec,City-A,2024-01-06,123,800,800.0,8,0.8247794680607644,0.6669208231394876,0.4310728850785288,0.035,0.007597527054785906
dynec,City-A,2024-01-07,123,800,800.0,8,0.8208812490091583,0.6738937853505432,0.42506816323564256,0.025,0.008365559175235666
dynec,City-A,2024-01-08,123,800,800.0,8,0.8206568761870852,0.650173458673915,0.44294039875774205,0.03125,0.007735676213604952
dynec,City-A,2024-01-09,123,800,800.0,8,0.8225518178588979,0.6650883065729504,0.4241358176905262,0.03875,0.01144449251916639
dynec,City-A,2024-01-10,123,800,800.0,8,0.8232960419859385,0.6690297463610009,0.4354920851443916,0.035,0.008276258527873876
dynec,City-A,2024-01-11,123,800,800.0,8,0.8200235689103228,0.6654487373353374,0.4370140349882187,0.0275,0.008618733449166062
dynec,City-A,2024-01-12,123,800,800.0,8,0.8248496725957292,0.6766427598260445,0.4190751660699312,0.03375,0.008584045557867855
dynec,City-A,2024-01-13,123,800,800.0,8,0.8247233000311404,0.662084156170047,0.43890168701764265,0.04125,0.006397984052235719
dynec,City-A,2024-01-14,123,800,800.0,8,0.818447954132123,0.6583349490879283,0.4400764704622709,0.04375,0.008119091640282313
dynec,City-A,2024-01-15,123,800,800.0,8,0.8214000665252068,0.6754925570363262,0.4107106287789559,0.03875,0.00737380230026171
dynec,City-A,2024-01-16,123,800,800.0,8,0.8231695553704206,0.6634228217347643,0.4338318807722982,0.03875,0.007281868096872686
dynec,City-A,2024-01-17,123,800,800.0,8,0.8247794680607644,0.6690742865894853,0.43240526625722464,0.03375,0.00733833143393691
dynec,City-A,2024-01-18,123,800,800.0,8,0.8213772471728836,0.6496571888178906,0.4488549793191601,0.04375,0.007683635895066583
dynec,City-A,2024-01-19,123,800,800.0,8,0.8190831441525483,0.6581416329461266,0.43895970081634245,0.05625,0.009517614240012134
dynec,City-A,2024-01-20,123,800,800.0,8,0.8212875068055487,0.6768424151857271,0.4187105987334119,0.0475,0.009919467089756074
dynec,City-A,2024-01-21,123,800,800.0,8,0.825585620703131,0.6649921496149892,0.4242152728962383,0.0375,0.007928614624650283
dynec,City-A,2024-01-22,123,800,800.0,8,0.8172533337434988,0.6601134801183841,0.4358814156600592,0.04,0.008142389929464155
dynec,City-A,2024-01-23,123,800,800.0,8,0.8196433463220474,0.6549683001185781,0.44751452000889624,0.03375,0.008546926385094775
dynec,City-A,2024-01-24,123,800,800.0,8,0.8212079297134393,0.6495436137625353,0.468495243016347,0.045,0.007638382952022925
dynec,City-A,2024-01-25,123,800,800.0,8,0.822974257806684,0.6599288724297685,0.4364805878459867,0.03875,0.006919954446696337
dynec,City-A,2024-01-26,123,800,800.0,8,0.8250742860344693,0.6761576013818161,0.4210237132866394,0.04375,0.008101681429156023
dynec,City-A,2024-01-27,123,800,800.0,8,0.8181984555879447,0.6604162056235207,0.4420165082482092,0.0425,0.00859598777506803
dynec,City-A,2024-01-28,123,800,800.0,8,0.819266997542887,0.6674244396068445,0.4273689941408332,0.04125,0.00708071951110802
dynec,City-A,2024-01-29,123,800,800.0,8,0.8218832448525186,0.6679549029160521,0.42655019013774675,0.03125,0.008312126117728651
dynec,City-A,2024-01-30,123,800,800.0,8,0.8250742860344693,0.6659346414294373,0.4442574269590056,0.0175,0.007774802641645164
dynec,City-A,2024-01-31,123,800,800.0,8,0.8201655704062696,0.6668013463414753,0.42858851787853774,0.0325,0.007307014771700513
dynec,City-A,2024-02-01,123,800,800.0,8,0.8162791003031395,0.6614270352250148,0.4359557395351405,0.045,0.007247622576249691
dynec,City-A,2024-02-02,123,800,800.0,8,0.8207121903561547,0.6651735435361519,0.43091702464247805,0.04625,0.007658961815103613
dynec,City-A,2024-02-03,123,800,800.0,8,0.8224392354386247,0.6786453400022476,0.4128504599663051,0.0275,0.007047097496001948
dynec,City-A,2024-02-04,123,800,800.0,8,0.8189285101262075,0.6683646610337647,0.41959188276209225,0.045,0.006875071759347644
dynec,City-A,2024-02-05,123,800,800.0,8,0.8234506098203664,0.669894230875878,0.43342215808529944,0.02875,0.007580954511519196
dynec,City-A,2024-02-06,123,800,800.0,8,0.8224392354386247,0.6524965621377842,0.442952301639839,0.04375,0.008461702280818556
dynec,City-A,2024-02-07,123,800,800.0,8,0.8236332427339474,0.6763045188351652,0.4160191094046691,0.0375,0.008699227340863779
dynec,City-A,2024-02-08,123,800,800.0,8,0.8214000665252068,0.6715173438568507,0.4330538923039854,0.0325,0.007443894316060117
dynec,City-A,2024-02-09,123,800,800.0,8,0.8247794680607644,0.6678754483903263,0.42389868607811415,0.0225,0.006268102524196311
dynec,City-A,2024-02-10,123,800,800.0,8,0.8224251615322743,0.6652587667912405,0.4332014377173918,0.03125,0.007029555776584539
dynec,City-A,2024-02-11,123,800,800.0,8,0.8225518178588979,0.6651399390394469,0.42909647438048065,0.03625,0.007224388837782019
dynec,City-A,2024-02-12,123,800,800.0,8,0.8194710365951768,0.6546782725721663,0.44383185853629026,0.04375,0.009252395997736527
dynec,City-A,2024-02-13,123,800,800.0,8,0.8247373424053762,0.6527071222703142,0.4431620920374894,0.0375,0.008121928018624037
dynec,City-A,2024-02-14,123,800,800.0,8,0.8231144945799633,0.6594909368043785,0.4263855265539594,0.05625,0.010549099482436257
dynec,City-A,2024-02-15,123,800,800.0,8,0.8200235689103228,0.6669095399514913,0.42563861268042946,0.0525,0.008668220947044093
dynec,City-A,2024-02-16,123,800,800.0,8,0.8150870603816576,0.6600010508713229,0.43893606844903493,0.03875,0.007000469055651968
dynec,City-A,2024-02-17,123,800,800.0,8,0.8228941075447377,0.6566115869206837,0.44798540818113886,0.03625,0.008966347610901194
dynec,City-A,2024-02-18,123,800,800.0,8,0.8204078387650288,0.674852356699094,0.4250775879644231,0.03,0.006172787903260518
dynec,City-A,2024-02-19,123,800,800.0,8,0.8175499502447813,0.6776680608102622,0.41870076703475967,0.0425,0.007622989865557758
dynec,City-A,2024-02-20,123,800,800.0,8,0.8174305470062745,0.6676598337106376,0.4229523352187689,0.03875,0.00817069588330036
dynec,City-A,2024-02-21,123,800,800.0,8,0.8179719649449048,0.6613772478083885,0.43768678468071276,0.0275,0.009233182018666785
dynec,City-A,2024-02-22,123,800,800.0,8,0.8186475604903556,0.6698317671492362,0.42613372187211807,0.03875,0.007916749338453676
