method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
kmeans,City-A,2024-01,1,800,,4,0.5257290984694565,,,,
kmeans,City-A,2024-02,1,800,800.0,4,0.431232307281151,,,0.10875,0.9009944089536954
kmeans,City-A,2024-03,1,800,800.0,4,0.48004596761332224,,,0.12125,1.0045569846954996
kmeans,City-A,2024-04,1,800,800.0,4,0.3959929361513393,,,0.10125,0.8388568635086131
kmeans,City-A,2024-05,1,800,800.0,4,0.28133967940842236,,,0.4075,3.3761399691828125
kmeans,City-A,2024-06,1,800,800.0,4,0.32285028100875257,,,0.40625,3.3657837116086324
kmeans,City-A,2024-07,1,800,800.0,4,0.28485464159509044,,,0.08,0.662800484747546
kmeans,City-A,2024-08,1,800,800.0,4,0.19936168504922272,,,0.43375,3.5936213782406012
kmeans,City-A,2024-09,1,800,800.0,4,0.23267535144332574,,,0.4225,3.5004150600729775
kmeans,City-A,2024-10,1,800,800.0,4,0.16324257830834907,,,0.44625,3.697183953982405
kmeans,City-A,2024-11,1,800,800.0,4,0.1789254647075993,,,0.04625,0.38318153024467505
kmeans,City-A,2024-12,1,800,800.0,4,0.22632076834379225,,,0.4475,3.7075402115565863
kmeans,City-B,2024-01,1,500,,4,0.27630776133529494,,,,
kmeans,City-B,2024-02,1,500,500.0,4,0.5180244103702523,,,0.366,3.032312217720023
kmeans,City-B,2024-03,1,500,500.0,4,0.5797876536481528,,,0.048,0.39768029084852763
kmeans,City-B,2024-04,1,500,500.0,4,0.4840173636788032,,,0.116,0.9610607028839417
kmeans,City-B,2024-05,1,500,500.0,4,0.5468679054992939,,,0.11,0.9113506665278758
kmeans,City-B,2024-06,1,500,500.0,4,0.4505357841680596,,,0.078,0.6462304726288575
kmeans,City-B,2024-07,1,500,500.0,4,0.25172426542453036,,,0.358,2.966032169245269
kmeans,City-B,2024-08,1,500,500.0,4,0.5043078224690908,,,0.278,2.3032316844977223
kmeans,City-B,2024-09,1,500,500.0,4,0.48872847143094017,,,0.046,0.38111027872983905
kmeans,City-B,2024-10,1,500,500.0,4,0.4954622071890267,,,0.004,0.03314002423737726
kmeans,City-B,2024-11,1,500,500.0,4,0.49258333709407115,,,0.046,0.38111027872983905
kmeans,City-B,2024-12,1,500,500.0,4,0.48860202516438167,,,0.006,0.04971003635606592
kmeans,City-C,2024-01,1,650,,4,0.525839083053386,,,,
kmeans,City-C,2024-02,1,650,650.0,4,0.46444771411661445,,,0.10923076923076923,0.9049775849437648
kmeans,City-C,2024-03,1,650,650.0,4,0.4684031020219037,,,0.026153846153846153,0.21668477385977467
kmeans,City-C,2024-04,1,650,650.0,4,0.40956702848038157,,,0.04153846153846154,0.3441464055419951
kmeans,City-C,2024-05,1,650,650.0,4,0.40851315910251984,,,0.07076923076923076,0.5863235057382138
kmeans,City-C,2024-06,1,650,650.0,4,0.30919423312623534,,,0.42153846153846153,3.4924487080928386
