method,city,period,seed,n_users,n_users_overlap,k,ari,silhouette,dbi,csr,ts
kmeans,City-B,2024-01,1,500,,8,0.8692256345044729,0.5444502006499617,0.6207683750515927,,
kmeans,City-B,2024-02,1,500,500.0,8,0.9612621217412747,0.6377864378118979,0.49801332207753163,0.108,0.9695521925473769
kmeans,City-B,2024-03,1,500,500.0,8,0.7744583804528964,0.5412227578237714,0.6074510927687697,0.234,2.1006964171859837
kmeans,City-B,2024-04,1,500,500.0,8,0.9291445419398489,0.6271140717838628,0.5028816400610585,0.236,2.118651087418342
kmeans,City-B,2024-05,1,500,500.0,8,0.904858045300385,0.6226622115035602,0.5091258905545508,0.006,0.0538640106970765
kmeans,City-B,2024-06,1,500,500.0,8,0.8766455714559793,0.6122984139141359,0.5197630442140482,0.012,0.107728021394153
kmeans,City-B,2024-07,1,500,500.0,8,0.8559071858713674,0.5858116594771355,0.5515666122191181,0.006,0.0538640106970765
kmeans,City-B,2024-08,1,500,500.0,8,0.6945365873906476,0.4932425852273434,0.772793233037697,0.192,1.723648342306448
kmeans,City-B,2024-09,1,500,500.0,8,0.7161473457021289,0.5438455059281696,0.6754759483270897,0.294,2.6393365241567484
kmeans,City-B,2024-10,1,500,500.0,8,0.8148761804199556,0.5899718740242594,0.5534159389244334,0.154,1.38250960789163
kmeans,City-B,2024-11,1,500,500.0,8,0.733722616071183,0.49116238620939917,0.7264736835826027,0.186,1.6697843316093712
kmeans,City-B,2024-12,1,500,500.0,8,0.8283157286761292,0.5788537496600448,0.6236735288153212,0.148,1.3286455971945534
kmeans,City-B,2024-01,2,500,,8,0.9546288727589437,0.6295797430393945,0.5121464578211399,,
kmeans,City-B,2024-02,2,500,500.0,8,0.7532412011385915,0.49773751817589135,1.0108283869970593,0.286,2.567517843227313
kmeans,City-B,2024-03,2,500,500.0,8,0.9415170538821226,0.6378668636705734,0.49090372325351356,0.286,2.567517843227313
kmeans,City-B,2024-04,2,500,500.0,8,0.9291445419398489,0.6271140717838628,0.5028816400610586,0.006,0.0538640106970765
kmeans,City-B,2024-05,2,500,500.0,8,0.7527591210294774,0.5301345600147618,0.7235442777766677,0.164,1.4722829590534243
kmeans,City-B,2024-06,2,500,500.0,8,0.759678028997203,0.5046483551853865,0.7606452091104471,0.144,1.292736256729836
kmeans,City-B,2024-07,2,500,500.0,8,0.8555020060510251,0.5766432697031871,0.6923213680038888,0.202,1.813421693468242
kmeans,City-B,2024-08,2,500,500.0,8,0.5755726918519685,0.5401867204622892,0.7595076813440702,0.31,2.7829738860156192
kmeans,City-B,2024-09,2,500,500.0,8,0.8204362657103889,0.5906739259131599,0.5517681879865803,0.264,2.370016470671366
kmeans,City-B,2024-10,2,500,500.0,8,0.7750703009098961,0.5287324611916508,0.7478119738140823,0.156,1.400464278123989
kmeans,City-B,2024-11,2,500,500.0,8,0.6996850501583636,0.5440119517224009,0.6762514872980949,0.254,2.280243119509572
kmeans,City-B,2024-12,2,500,500.0,8,0.7091836900653915,0.5220429292868928,0.7293977780907777,0.062,0.5565947772031239
kmeans,City-B,2024-01,3,500,,8,0.5773180405120923,0.5413272291023359,0.5872929844533308,,
kmeans,City-B,2024-02,3,500,500.0,8,0.9612621217412747,0.6377864378118979,0.4980133220775317,0.298,2.6752458646214663
kmeans,City-B,2024-03,3,500,500.0,8,0.5941262472272323,0.5817509500467491,0.5965556308928703,0.352,3.1600219608951545
kmeans,City-B,2024-04,3,500,500.0,8,0.9291445419398489,0.6271140717838628,0.5028816400610585,0.352,3.1600219608951545
kmeans,City-B,2024-05,3,500,500.0,8,0.6507362876559656,0.4969425141439895,0.7338530495675107,0.332,2.9804752585715666
kmeans,City-B,2024-06,3,500,500.0,8,0.8115950825766551,0.5543392084382314,0.5782978618982018,0.398,3.5729793762394078
kmeans,City-B,2024-07,3,500,500.0,8,0.8559071858713674,0.5858116594771355,0.5515666122191181,0.084,0.7540961497590709
kmeans,City-B,2024-08,3,500,500.0,8,0.5368728290943126,0.5784912943810424,0.5711013477490501,0.28,2.5136538325302364
kmeans,City-B,2024-09,3,500,500.0,8,0.5653381899636489,0.5299897890562761,0.7442449571242127,0.05,0.4488667558089708
kmeans,City-B,2024-10,3,500,500.0,8,0.8027981161534565,0.5891036047045098,0.5534407423506098,0.29,2.603427183692031
kmeans,City-B,2024-11,3,500,500.0,8,0.8276248290732159,0.5916366409996615,0.5515213306431508,0.008,0.07181868092943533
kmeans,City-B,2024-12,3,500,500.0,8,0.8144110315176966,0.5687045176390264,0.6921801912364531,0.068,0.6104587879002004
